TRANSACTION_ID,AGENCYNUM,SALE_DATE,AIRPORT_FROM,AIRPORT_TO,TOTAL_PRICE
2612,00000319,2018-08-14,PVG,SYX,1148.310000
2613,00000294,2018-08-16,FOC,BFI,1001.560000
2614,00000224,2018-08-18,FLN,YEG,1164.990000
2615,00000301,2018-08-17,BOD,ZAG,2652.390000
2616,00000301,2018-08-24,ATQ,MBS,3255.280000
2617,00000294,2018-08-13,SMF,JFK,3815.510000
2618,00000320,2018-08-24,HYD,BZZ,1883.450000
2619,00000104,2018-08-15,NNG,SPI,3183.480000
2620,00000320,2018-08-22,ABQ,CCS,2080.430000
2621,00000093,2018-08-19,FLL,SBN,615.200000
2622,00000301,2018-08-10,IAD,MLE,1189.280000
2623,00000224,2018-08-26,BOH,DME,2600.320000
2624,00000115,2018-08-2,CCJ,BDL,784.720000
2625,00000304,2018-08-7,BSB,LUN,544.620000
2626,00000319,2018-08-15,GRU,FOC,3945.120000
2627,00000061,2018-08-16,TUN,LGA,2333.300000
2628,00000114,2018-08-20,HKG,SJU,2359.240000
2629,00000320,2018-08-11,TIA,KGF,3837.490000
2630,00000111,2018-08-15,NGO,DAD,1704.380000
2631,00000323,2018-08-28,PAM,CWL,2977.550000
2632,00000224,2018-08-19,BOO,ALC,3229.780000
2633,00000120,2018-08-19,LUN,CAN,3282.940000
2634,00000323,2018-08-21,JLN,DAL,1008.170000
2635,00000121,2018-08-28,PHX,SCQ,714.070000
2636,00000115,2018-08-1,SJD,PAM,1917.660000
2637,00000152,2018-08-6,NWI,CMH,3831.720000
2638,00000320,2018-08-16,PIT,FSM,2165.160000
2639,00000310,2018-08-22,HAM,NRT,2195.760000
2640,00000110,2018-08-25,PHX,RDU,1039.800000
2641,00000152,2018-08-6,PTP,BGO,1059.680000
2642,00000055,2018-08-16,SMF,CLE,1583.260000
2643,00000112,2018-08-4,MNL,CJJ,2305.730000
2644,00000254,2018-08-15,MLA,KMG,1730.160000
2645,00000125,2018-08-20,CVS,ALP,1193.320000
2646,00000108,2018-08-2,SBN,RIC,2461.980000
2647,00000304,2018-08-2,AMS,SXM,672.550000
2648,00000233,2018-08-3,LOS,PMI,3213.410000
2649,00000115,2018-08-2,SOU,OVB,504.220000
2650,00000111,2018-08-25,ICT,LIS,558.370000
2651,00000124,2018-08-11,OTP,KHH,2206.050000
2652,00000291,2018-08-17,GRB,VNO,2203.420000
2653,00000130,2018-08-17,TAS,KEF,3871.190000
2654,00000116,2018-08-1,DOH,CTU,3223.540000
2655,00000304,2018-08-8,ABQ,XIY,821.000000
2656,00000113,2018-08-2,LYS,CGO,2962.640000
2657,00000104,2018-08-12,SJD,AAL,964.440000
2658,00000108,2018-08-6,THR,BWI,1727.550000
2659,00000291,2018-08-5,QUO,HEL,529.110000
2660,00000222,2018-08-1,TRI,SUX,2528.480000
2661,00000188,2018-08-22,PIA,SYX,2394.640000
2662,00000121,2018-08-7,WNZ,CID,3740.520000
2663,00000319,2018-08-23,BEG,MNL,3958.180000
2664,00000100,2018-08-16,WAW,NUE,571.210000
2665,00000224,2018-08-6,BUF,MXP,2751.220000
2666,00000323,2018-08-1,BLQ,JUB,3543.610000
2667,00000117,2018-08-6,SHE,KUF,1569.390000
2668,00000112,2018-08-7,BTR,FMO,1537.060000
2669,00000297,2018-08-8,MRS,PBI,807.270000
2670,00000114,2018-08-25,YVR,GCM,3154.570000
2671,00000152,2018-08-26,MFM,LEX,1076.290000
2672,00000104,2018-08-17,AYT,RDU,1455.740000
2673,00000115,2018-08-6,CNF,KEF,681.470000
2674,00000120,2018-08-2,HET,KTW,2851.100000
2675,00000103,2018-08-7,NBO,CNX,1918.580000
2676,00000113,2018-08-24,ORD,OPO,1613.800000
2677,00000115,2018-08-19,HAK,LCA,3543.750000
2678,00000093,2018-08-12,NCE,IAD,1709.930000
2679,00000297,2018-08-18,TXL,DQM,3981.850000
2680,00000103,2018-08-19,AKT,TXL,2144.350000
2681,00000114,2018-08-8,BCN,COS,1476.790000
2682,00000125,2018-08-15,SNA,VNO,3644.630000
2683,00000222,2018-08-26,CMN,GUM,2393.830000
2684,00000125,2018-08-18,OKO,BKK,2192.160000
2685,00000254,2018-08-13,PBI,GRV,3715.300000
2686,00000188,2018-08-12,LBA,BAH,3268.390000
2687,00000122,2018-08-1,KWI,TBS,2919.540000
2688,00000130,2018-08-1,IND,NWI,1868.530000
2689,00000188,2018-08-24,DUS,SUX,2287.860000
2690,00000320,2018-08-4,SHE,OTP,3533.930000
2691,00000125,2018-08-27,HEL,TIK,2011.230000
2692,00000105,2018-08-13,BLL,YHZ,2809.560000
2693,00000110,2018-08-19,XMN,KHV,2700.220000
2694,00000055,2018-08-24,CUN,DOV,3373.570000
2695,00000103,2018-08-11,CTS,SCL,3451.700000
2696,00000125,2018-08-27,SAW,AUH,815.250000
2697,00000116,2018-08-7,CNF,SOU,2665.680000
2698,00000087,2018-08-3,BUF,LTX,3430.710000
2699,00000224,2018-08-2,LFI,ROC,2048.270000
2700,00000291,2018-08-22,FTW,SZX,2603.560000
2701,00000110,2018-08-12,TFS,BHD,954.810000
2702,00000109,2018-08-1,BSL,DMM,1609.160000
2703,00000152,2018-08-3,VRN,YWG,859.390000
2704,00000121,2018-08-18,BGW,FWA,3257.050000
2705,00000121,2018-08-12,YYT,LFT,1193.590000
2706,00000110,2018-08-11,OKC,DLM,2364.030000
2707,00000224,2018-08-11,YYJ,HIB,2399.220000
2708,00000109,2018-08-19,HRK,MVD,1847.020000
2709,00000123,2018-08-11,FLN,LHR,1791.500000
2710,00000119,2018-08-21,LIN,HER,1991.040000
2711,00000121,2018-08-7,GOT,EVN,996.380000
2712,00000110,2018-08-10,CAG,SHA,1104.140000
2713,00000121,2018-08-21,JFK,EMA,3590.570000
2714,00000284,2018-08-1,AMS,ZIA,3955.990000
2715,00000109,2018-08-23,RMS,DAM,3587.750000
2716,00000104,2018-08-25,DUS,MXP,1739.170000
2717,00000297,2018-08-20,KWI,BEG,2825.510000
2718,00000101,2018-08-17,CMN,LJU,1370.390000
2719,00000106,2018-08-22,LTN,CUN,3717.230000
2720,00000123,2018-08-12,GRV,HND,2522.660000
2721,00000108,2018-08-16,KWE,SMF,2747.440000
2722,00000310,2018-08-18,ODS,UFA,1283.630000
2723,00000295,2018-08-22,PBI,LXR,3752.090000
2724,00000105,2018-08-20,BEG,POZ,1430.070000
2725,00000116,2018-08-9,SPS,DAR,3010.280000
2726,00000108,2018-08-12,KTW,DQM,1308.380000
2727,00000124,2018-08-22,BOJ,GOI,2101.650000
2728,00000301,2018-08-15,EDW,VIE,710.650000
2729,00000123,2018-08-2,SDF,MEM,1439.050000
2730,00000112,2018-08-11,ORD,PEK,665.880000
2731,00000229,2018-08-2,TGD,HMO,2705.200000
2732,00000254,2018-08-26,CHA,GYD,529.430000
2733,00000093,2018-08-9,RDU,CRW,3435.380000
2734,00000100,2018-08-10,VCE,PDX,1632.320000
2735,00000110,2018-08-18,PAM,SYX,2011.200000
2736,00000101,2018-08-2,CBR,GLA,2085.280000
2737,00000106,2018-08-8,HRB,KUL,2884.750000
2738,00000118,2018-08-26,NUE,GOA,1429.610000
2739,00000102,2018-08-15,SNA,EIN,2980.220000
2740,00000111,2018-08-7,CKG,HGH,2827.700000
2741,00000106,2018-08-4,TPA,HYD,2672.170000
2742,00000152,2018-08-9,ROV,DAD,961.540000
2743,00000114,2018-08-24,NGB,MIA,682.240000
2744,00000115,2018-08-5,DUB,RGN,2343.050000
2745,00000229,2018-08-18,JFK,HKG,3616.580000
2746,00000284,2018-08-11,BOO,CGN,3030.110000
2747,00000103,2018-08-19,MIA,TUN,2508.480000
2748,00000120,2018-08-12,PIA,DWC,1999.890000
2749,00000061,2018-08-10,ARN,EWR,1383.640000
2750,00000297,2018-08-8,BSL,DEL,2397.750000
2751,00000229,2018-08-19,CUZ,TRD,2358.580000
2752,00000087,2018-08-21,LIS,MNH,1488.960000
2753,00000124,2018-08-21,SLC,AGS,1497.330000
2754,00000111,2018-08-9,SIN,BUF,1131.720000
2755,00000323,2018-08-1,CAE,CMH,3206.900000
2756,00000122,2018-08-5,DUR,STN,1438.420000
2757,00000103,2018-08-11,FRU,BAH,1337.990000
2758,00000304,2018-08-10,CIA,JNB,3236.700000
2759,00000120,2018-08-13,CMB,SAT,3591.960000
2760,00000224,2018-08-8,YWG,AAL,2560.360000
2761,00000113,2018-08-18,BKK,EIN,2978.520000
2762,00000323,2018-08-8,LIM,SYX,1997.730000
2763,00000114,2018-08-20,DUS,HGH,2000.080000
2764,00000105,2018-08-26,MSN,KMG,1473.320000
2765,00000061,2018-08-26,LTK,ADD,3909.450000
2766,00000222,2018-08-2,SXF,FSZ,1993.310000
2767,00000110,2018-08-13,SDF,BEG,1534.940000
2768,00000233,2018-08-14,LGA,GDL,3155.020000
2769,00000117,2018-08-28,ANC,BOO,1271.700000
2770,00000122,2018-08-8,ORD,KOJ,2528.510000
2771,00000125,2018-08-20,SUS,VAR,2747.570000
2772,00000323,2018-08-20,CGY,BOS,1370.680000
2773,00000103,2018-08-2,MGM,SKT,1377.910000
2774,00000325,2018-08-3,THR,GCM,2430.740000
2775,00000325,2018-08-3,BUD,SEA,1162.050000
2776,00000055,2018-08-6,AMM,ACC,1427.450000
2777,00000152,2018-08-25,LBA,RNO,2712.070000
2778,00000124,2018-08-16,SAN,BEY,3171.090000
2779,00000102,2018-08-21,ODS,ATQ,2219.190000
2780,00000325,2018-08-11,FMO,NBE,1661.800000
2781,00000125,2018-08-19,ERZ,SHA,2001.890000
2782,00000124,2018-08-14,UFA,JAN,2541.140000
2783,00000254,2018-08-11,NRT,CAN,1696.550000
2784,00000120,2018-08-22,WRB,BGY,2553.460000
2785,00000188,2018-08-8,CNX,SJC,2295.280000
2786,00000113,2018-08-14,DYS,WRO,1665.800000
2787,00000109,2018-08-25,MLI,BRI,692.130000
2788,00000122,2018-08-19,TOS,WRB,1321.870000
2789,00000291,2018-08-20,LOS,IAH,844.180000
2790,00000117,2018-08-18,SIP,CJU,2237.140000
2791,00000304,2018-08-22,CMN,PPE,1292.420000
2792,00000224,2018-08-6,LJU,GRJ,3571.470000
2793,00000123,2018-08-27,ALG,MHT,2186.470000
2794,00000110,2018-08-17,ALC,KOJ,1953.880000
2795,00000103,2018-08-21,ACA,LFT,3604.010000
2796,00000152,2018-08-25,NKC,ISB,2512.560000
2797,00000325,2018-08-28,CTS,ORF,3477.300000
2798,00000120,2018-08-11,NUE,PUS,726.860000
2799,00000115,2018-08-10,CSX,BKK,1705.610000
2800,00000110,2018-08-5,GOI,ONT,1969.060000
2801,00000105,2018-08-4,CJJ,TBZ,1421.370000
2802,00000295,2018-08-23,LCK,LOS,2669.410000
2803,00000284,2018-08-3,BWN,CLT,3990.860000
2804,00000222,2018-08-25,TIP,GUM,2803.480000
2805,00000115,2018-08-18,GEG,VRN,2086.670000
2806,00000087,2018-08-15,DEN,SEA,961.500000
2807,00000120,2018-08-17,SUU,LKZ,3185.730000
2808,00000233,2018-08-15,MHZ,COK,3840.240000
2809,00000118,2018-08-11,ORD,TER,3631.260000
2810,00000093,2018-08-4,TLH,STR,3535.130000
2811,00000110,2018-08-21,CUN,SAN,3513.780000
2812,00000120,2018-08-18,TRV,RAR,1433.660000
2813,00000114,2018-08-19,XIY,TIK,901.690000
2814,00000101,2018-08-22,NAP,WLG,1739.070000
2815,00000110,2018-08-14,HET,COS,2068.770000
2816,00000114,2018-08-27,LIN,DXB,3839.510000
2817,00000103,2018-08-20,SUX,TNA,1679.140000
2818,00000229,2018-08-18,CVG,TLL,3851.000000
2819,00000113,2018-08-17,MHD,HRK,1103.300000
2820,00000122,2018-08-10,BZZ,KRK,3524.170000
2821,00000093,2018-08-2,GRV,BLA,3467.380000
2822,00000102,2018-08-26,VBG,UFA,3906.320000
2823,00000301,2018-08-2,SPI,OPO,3717.720000
2824,00000111,2018-08-22,SUU,DAB,2765.890000
2825,00000319,2018-08-28,MWX,ONT,2283.330000
2826,00000105,2018-08-15,MGM,SZX,1458.490000
2827,00000118,2018-08-2,NUE,PER,2586.150000
2828,00000319,2018-08-7,HEL,ACA,1668.790000
2829,00000123,2018-08-18,BEY,MOB,987.920000
2830,00000233,2018-08-24,YUL,TPA,3248.760000
2831,00000229,2018-08-26,MNH,SDF,2364.010000
2832,00000111,2018-08-28,MCO,BRE,1924.450000
2833,00000111,2018-08-12,EMA,NBO,1563.520000
2834,00000284,2018-08-9,PIT,XIY,1083.600000
2835,00000108,2018-08-22,NAT,JAX,1569.390000
2836,00000118,2018-08-7,BOI,AVL,1764.240000
2837,00000120,2018-08-4,MED,SMF,2099.120000
2838,00000093,2018-08-9,KWL,TRV,1327.000000
2839,00000224,2018-08-12,MSN,AAL,730.940000
2840,00000108,2018-08-9,LIN,ISE,1133.180000
2841,00000112,2018-08-4,HMN,HET,3445.190000
2842,00000116,2018-08-23,EMA,VRN,1981.920000
2843,00000188,2018-08-6,VIE,JFK,630.380000
2844,00000101,2018-08-24,KBP,PDL,2502.510000
2845,00000125,2018-08-17,YYZ,MAA,3496.680000
2846,00000118,2018-08-21,YYJ,BUD,3268.920000
2847,00000229,2018-08-1,CPT,MMX,917.030000
2848,00000106,2018-08-9,IND,EZE,2239.300000
2849,00000310,2018-08-14,FLL,PHF,2279.100000
2850,00000109,2018-08-11,JNB,SMF,3950.600000
2851,00000233,2018-08-17,TIK,BAB,1374.490000
2852,00000152,2018-08-22,HGH,BJV,3762.810000
2853,00000106,2018-08-2,FRA,DTW,3679.210000
2854,00000113,2018-08-3,PIT,DAL,1309.600000
2855,00000103,2018-08-9,GLA,CMN,2564.510000
2856,00000116,2018-08-14,WRB,ZRH,642.080000
2857,00000222,2018-08-21,MGE,SUU,3008.420000
2858,00000125,2018-08-13,JAN,FSZ,1522.730000
2859,00000061,2018-08-14,CSX,ACC,1014.040000
2860,00000121,2018-08-24,ALG,YYC,2057.040000
2861,00000304,2018-08-17,TXL,HAV,1765.130000
2862,00000105,2018-08-18,ABZ,ALP,3372.350000
2863,00000295,2018-08-10,YYT,HSV,2104.330000
2864,00000319,2018-08-8,BJV,LTS,2274.360000
2865,00000108,2018-08-25,MSQ,RND,2263.180000
2866,00000109,2018-08-11,JLN,NBO,2831.140000
2867,00000222,2018-08-19,ORF,YOW,809.180000
2868,00000320,2018-08-3,JNB,PVG,2274.780000
2869,00000109,2018-08-15,CGN,RAR,502.670000
2870,00000297,2018-08-25,CBM,TCM,1903.960000
2871,00000107,2018-08-4,DMM,SCL,3974.750000
2872,00000222,2018-08-18,DLC,PSA,1358.130000
2873,00000295,2018-08-10,BZZ,CGK,3776.070000
2874,00000111,2018-08-2,NNG,IAD,3591.620000
2875,00000113,2018-08-8,THR,LYS,3744.160000
2876,00000118,2018-08-23,LKZ,HAV,3500.780000
2877,00000105,2018-08-22,GPT,DLC,3191.370000
2878,00000254,2018-08-11,FLN,SAL,2923.740000
2879,00000087,2018-08-7,TER,YVR,2089.610000
2880,00000102,2018-08-9,TBS,EMA,3978.630000
2881,00000100,2018-08-15,MCI,BAB,3378.950000
2882,00000222,2018-08-6,EMA,HRG,2369.630000
2883,00000233,2018-08-27,NKC,ISB,2196.860000
2884,00000109,2018-08-4,LOS,DOV,2870.350000
2885,00000115,2018-08-26,IAT,MAD,2168.770000
2886,00000121,2018-08-18,BAD,ATL,2387.690000
2887,00000087,2018-08-25,TER,BEY,2923.720000
2888,00000222,2018-08-15,CSX,HRB,2752.790000
2889,00000121,2018-08-5,BOH,STN,1159.840000
2890,00000103,2018-08-17,SKT,CHA,2572.380000
2891,00000294,2018-08-28,BCN,MCI,647.730000
2892,00000291,2018-08-6,CPT,PDL,645.940000
2893,00000310,2018-08-12,HKT,SRQ,1481.240000
2894,00000117,2018-08-17,CTS,MCO,1864.400000
2895,00000297,2018-08-1,DXB,CGY,1367.990000
2896,00000297,2018-08-6,MUC,DQM,1947.190000
2897,00000123,2018-08-19,PNH,AUS,2958.660000
2898,00000105,2018-08-27,FOC,LIN,3759.690000
2899,00000125,2018-08-9,BGR,CID,1125.420000
2900,00000103,2018-08-17,ICN,TSE,507.460000
2901,00000111,2018-08-24,CCJ,DSS,1902.260000
2902,00000102,2018-08-28,BOJ,VKO,3247.080000
2903,00000093,2018-08-18,BHX,NBE,3151.540000
2904,00000109,2018-08-26,CGN,EMA,2995.590000
2905,00000114,2018-08-15,TOS,GMP,3919.370000
2906,00000087,2018-08-5,BOD,SOQ,708.300000
2907,00000310,2018-08-3,HET,KMG,3788.660000
2908,00000103,2018-08-7,WAW,DWC,2013.770000
2909,00000110,2018-08-15,HER,PFO,3366.110000
2910,00000325,2018-08-23,PDX,LKZ,3795.960000
2911,00000112,2018-08-3,ARN,SAN,1899.030000
2912,00000301,2018-08-21,TLS,KUL,2861.730000
2913,00000233,2018-08-12,MHZ,YEG,1854.340000
2914,00000323,2018-08-4,DLF,DUS,1788.400000
2915,00000118,2018-08-8,CRK,SVO,3413.440000
2916,00000108,2018-08-25,TIA,BLV,1275.820000
2917,00000107,2018-08-6,BZZ,WLG,917.700000
2918,00000123,2018-08-17,MWX,JFK,1438.810000
2919,00000100,2018-08-11,ATL,RIC,2611.820000
2920,00000123,2018-08-15,SAV,TFN,2797.030000
2921,00000104,2018-08-20,RRG,FUK,1745.960000
2922,00000301,2018-08-13,SUB,SUB,2237.040000
2923,00000297,2018-08-5,JFK,AFW,1643.440000
2924,00000304,2018-08-10,PHX,HMN,2186.420000
2925,00000120,2018-08-16,ZRH,CLT,3094.080000
2926,00000104,2018-08-4,STL,HOU,3694.880000
2927,00000120,2018-08-26,FSZ,TBZ,1444.980000
2928,00000113,2018-08-14,DFW,CHC,2778.080000
2929,00000130,2018-08-1,POZ,TER,1072.540000
2930,00000188,2018-08-16,SYZ,BHX,2404.570000
2931,00000320,2018-08-21,GDN,TSN,3999.050000
2932,00000304,2018-08-1,IAD,LXR,2625.890000
2933,00000130,2018-08-14,WRO,PHF,3822.500000
2934,00000101,2018-08-7,QUO,TIJ,913.480000
2935,00000061,2018-08-28,CTA,LTK,2051.730000
2936,00000055,2018-08-28,CGN,CRW,3867.210000
2937,00000125,2018-08-22,BOD,HKT,2789.520000
2938,00000124,2018-08-4,CRL,RIX,944.290000
2939,00000284,2018-08-28,SJD,SEA,1906.380000
2940,00000284,2018-08-14,CAN,OKA,2624.410000
2941,00000112,2018-08-23,BOO,LIR,3184.000000
2942,00000119,2018-08-19,BOH,BSB,3762.480000
2943,00000295,2018-08-27,MCF,PFO,3019.070000
2944,00000101,2018-08-2,SKA,DLF,1427.210000
2945,00000320,2018-08-2,SCL,KJA,3122.640000
2946,00000111,2018-08-6,BOM,PRG,808.850000
2947,00000110,2018-08-12,CRL,BZZ,2573.860000
2948,00000125,2018-08-1,NUE,URC,3185.710000
2949,00000087,2018-08-7,ORF,GRJ,1969.800000
2950,00000104,2018-08-10,TIA,JUB,1626.990000
2951,00000116,2018-08-19,BUF,HYD,1075.420000
2952,00000105,2018-08-18,MXP,KGF,3290.850000
2953,00000125,2018-08-16,IAD,TFN,1148.310000
2954,00000119,2018-08-7,FRA,KEF,2961.130000
2955,00000104,2018-08-13,FAO,OKC,2289.140000
2956,00000113,2018-08-15,CGN,FCO,1862.970000
2957,00000087,2018-08-6,MLU,LAX,1582.290000
2958,00000291,2018-08-27,DTM,LEX,1128.340000
2959,00000111,2018-08-11,PDX,YOW,1005.360000
2960,00000116,2018-08-11,ABZ,CNX,2986.790000
2961,00000124,2018-08-10,GDL,NAY,2041.610000
2962,00000325,2018-08-28,BEL,DAD,2471.590000
2963,00000113,2018-08-10,SAV,KMG,3453.580000
2964,00000120,2018-08-4,TUL,GSO,1157.340000
2965,00000114,2018-08-1,CJU,PDL,3205.670000
2966,00000118,2018-08-5,YYT,BWN,3586.360000
2967,00000110,2018-08-1,BUF,MLI,1447.900000
2968,00000297,2018-08-14,XIY,HAN,1298.420000
2969,00000103,2018-08-10,BJV,EIN,881.720000
2970,00000233,2018-08-10,CKG,ADA,3564.330000
2971,00000254,2018-08-8,ORF,COK,1549.410000
2972,00000224,2018-08-9,FLL,BIL,1549.150000
2973,00000233,2018-08-27,MOB,TYS,2098.560000
2974,00000222,2018-08-7,DAY,JAN,1491.820000
2975,00000114,2018-08-1,LFI,GOI,2552.270000
2976,00000130,2018-08-2,SGN,SNN,1369.270000
2977,00000295,2018-08-15,STL,VCE,2337.920000
2978,00000114,2018-08-15,PDX,DLM,1044.130000
2979,00000229,2018-08-18,LTS,CRK,1915.340000
2980,00000295,2018-08-22,HTS,BOD,847.460000
2981,00000130,2018-08-22,SZX,SXM,2050.660000
2982,00000115,2018-08-7,SOF,GRU,1620.830000
2983,00000284,2018-08-3,BAB,BZZ,869.530000
2984,00000319,2018-08-7,RDU,SHJ,2509.310000
2985,00000110,2018-08-19,MAN,BUD,3570.400000
2986,00000254,2018-08-11,CJU,DEN,2502.430000
2987,00000301,2018-08-15,BGW,NCE,3747.820000
2988,00000103,2018-08-7,CNX,CAG,2315.720000
2989,00000229,2018-08-22,ABZ,PMI,3734.110000
2990,00000222,2018-08-5,NUE,PHL,3790.380000
2991,00000061,2018-08-25,DMK,LGA,1715.630000
2992,00000123,2018-08-5,IAD,GIG,1506.970000
2993,00000107,2018-08-15,DMK,TIP,1950.010000
2994,00000102,2018-08-28,DAD,HAV,2889.820000
2995,00000117,2018-08-5,BJV,TRN,2480.710000
2996,00000310,2018-08-6,HNL,PSA,3703.400000
2997,00000122,2018-08-5,NKC,BLR,2501.480000
2998,00000112,2018-08-2,CWB,HTS,2897.300000
2999,00000102,2018-08-19,NRT,DSM,2339.860000
3000,00000102,2018-08-19,RSW,OVB,3283.600000
3001,00000254,2018-08-17,SXF,SZX,1286.480000
3002,00000323,2018-08-22,XMN,KAN,1797.870000
3003,00000113,2018-08-27,MLI,ZRH,1965.140000
3004,00000109,2018-08-7,YUL,CTU,3363.230000
3005,00000152,2018-08-14,DUB,ADD,1988.890000
3006,00000116,2018-08-4,GCM,SHJ,3196.670000
3007,00000110,2018-08-10,EDW,TRD,2637.630000
3008,00000254,2018-08-24,WUH,SFB,3957.620000
3009,00000304,2018-08-21,DLH,XIY,3071.620000
3010,00000284,2018-08-21,TLV,RGN,2735.560000
3011,00000102,2018-08-10,BUF,TPA,1266.960000
3012,00000121,2018-08-3,SHJ,SLC,3793.570000
3013,00000284,2018-08-25,BLL,EWR,881.490000
3014,00000325,2018-08-28,BLR,TIJ,1440.760000
3015,00000113,2018-08-20,TER,CPH,2427.280000
3016,00000115,2018-08-20,SSC,HRG,3709.560000
3017,00000109,2018-08-18,SRQ,ICN,3959.430000
3018,00000114,2018-08-21,ERI,SOU,2337.760000
3019,00000106,2018-08-11,LTX,LFT,1653.570000
3020,00000222,2018-08-28,DKR,HEL,2869.850000
3021,00000122,2018-08-25,ROC,PTP,3515.140000
3022,00000101,2018-08-11,SAN,CHA,730.330000
3023,00000107,2018-08-22,AUH,MKE,3299.140000
3024,00000323,2018-08-21,FMO,HTS,1424.430000
3025,00000295,2018-08-20,BZZ,BMI,851.420000
3026,00000117,2018-08-4,SYR,FOC,889.270000
3027,00000291,2018-08-9,WMI,ADA,2147.310000
3028,00000325,2018-08-22,DTW,BJV,2416.210000
3029,00000100,2018-08-7,TOS,SHJ,3634.320000
3030,00000114,2018-08-25,LPL,NCL,2515.540000
3031,00000233,2018-08-25,PDX,MEX,847.040000
3032,00000109,2018-08-25,IAD,MLA,3857.170000
3033,00000304,2018-08-6,EVN,STN,3323.260000
3034,00000103,2018-08-3,TSN,TYN,1307.040000
3035,00000310,2018-08-12,NUE,HRK,754.790000
3036,00000304,2018-08-21,FRA,MGE,1821.180000
3037,00000121,2018-08-7,MAA,BGR,846.710000
3038,00000325,2018-08-20,SUX,HAM,2390.700000
3039,00000323,2018-08-19,SDQ,IAD,575.490000
3040,00000284,2018-08-13,LOS,GPT,2757.830000
3041,00000113,2018-08-15,CAN,THR,3599.990000
3042,00000119,2018-08-28,JNB,TPA,2650.410000
3043,00000116,2018-08-18,DME,BGO,3486.170000
3044,00000295,2018-08-17,EZE,SEA,3371.170000
3045,00000130,2018-08-3,BWI,MHT,3470.640000
3046,00000061,2018-08-15,KIX,PEK,1841.390000
3047,00000319,2018-08-8,TLH,DSS,2295.410000
3048,00000106,2018-08-25,SFB,MNH,3949.250000
3049,00000304,2018-08-20,SJJ,GEG,1261.010000
3050,00000114,2018-08-15,BOI,RRG,3021.260000
3051,00000105,2018-08-25,NAY,SLC,3986.060000
3052,00000105,2018-08-9,GOT,MDW,1909.340000
3053,00000188,2018-08-25,BTS,BTR,3063.330000
3054,00000115,2018-08-3,WUH,DBQ,2675.090000
3055,00000105,2018-08-6,BOI,BRI,3846.310000
3056,00000152,2018-08-11,CRK,MRS,2969.300000
3057,00000107,2018-08-15,MAA,PVR,562.610000
3058,00000152,2018-08-28,KEF,SUX,2439.360000
3059,00000108,2018-08-15,HMN,TFS,2262.650000
3060,00000119,2018-08-11,NCL,MLE,1490.530000
3061,00000122,2018-08-4,SCL,STR,1646.740000
3062,00000114,2018-08-7,PHX,ABV,1730.010000
3063,00000229,2018-08-26,LLA,ERZ,2206.820000
3064,00000323,2018-08-2,VAR,ARN,1609.930000
3065,00000319,2018-08-10,PSA,MUC,1978.830000
3066,00000110,2018-08-28,DFW,SYZ,892.440000
3067,00000087,2018-08-21,EWR,FSZ,3229.580000
3068,00000284,2018-08-25,SDF,ORK,2887.620000
3069,00000055,2018-08-16,LJU,DAL,825.330000
3070,00000093,2018-08-7,PRN,JLN,1899.400000
3071,00000108,2018-08-12,BRE,RST,857.310000
3072,00000115,2018-08-13,LCA,OKA,1115.680000
3073,00000093,2018-08-22,RGN,CPT,2859.910000
3074,00000106,2018-08-23,ABZ,TLH,2337.040000
3075,00000106,2018-08-5,PER,CJJ,3361.240000
3076,00000125,2018-08-17,HER,MEL,960.650000
3077,00000112,2018-08-24,ARN,MXP,1022.030000
3078,00000113,2018-08-22,CHS,NBO,3264.290000
3079,00000061,2018-08-9,LBB,AMM,3591.780000
3080,00000320,2018-08-18,TUN,GMP,1763.640000
3081,00000087,2018-08-6,SDQ,LEX,2683.410000
3082,00000295,2018-08-25,BGO,LKZ,3312.800000
3083,00000087,2018-08-11,MDW,MCI,676.250000
3084,00000125,2018-08-3,UPG,FFO,3104.490000
3085,00000111,2018-08-23,BEY,BUF,1393.470000
3086,00000122,2018-08-1,SIN,TBS,2875.020000
3087,00000113,2018-08-2,TOS,CHS,1529.410000
3088,00000108,2018-08-10,CCS,VCE,1190.790000
3089,00000295,2018-08-28,PPE,NBE,1703.880000
3090,00000284,2018-08-16,TAS,MNH,3550.530000
3091,00000310,2018-08-23,THR,FKB,2146.890000
3092,00000105,2018-08-20,BRU,NUE,3521.160000
3093,00000130,2018-08-6,KIX,LFT,3622.030000
3094,00000188,2018-08-17,MKE,CCJ,3577.930000
3095,00000107,2018-08-10,UPG,BOM,519.030000
3096,00000294,2018-08-1,DYS,SRQ,3266.240000
3097,00000117,2018-08-21,ACA,LED,2427.700000
3098,00000108,2018-08-3,DAD,ARN,3433.670000
3099,00000055,2018-08-4,CNF,ESB,1650.400000
3100,00000130,2018-08-9,BHD,ADD,1538.200000
3101,00000229,2018-08-26,SJU,CHS,1108.810000
3102,00000229,2018-08-21,DME,CNF,2101.490000
3103,00000222,2018-08-5,GEG,HRG,804.170000
3104,00000188,2018-08-1,KHH,TRV,1179.570000
3105,00000297,2018-08-18,QUO,LBA,1785.810000
3106,00000113,2018-08-6,MLI,DAY,3034.860000
3107,00000304,2018-08-25,PVG,HAN,1721.180000
3108,00000301,2018-08-8,PTP,GDN,1593.920000
3109,00000233,2018-08-20,PAM,MAD,3507.360000
3110,00000222,2018-08-18,TLS,LPL,3432.120000
